Estuary	Parameter	Value	Metadata
CharlotteHarbor	Range (km2) percent	31.7	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
CorpusChristi	Range (km2) percent	64.3	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
EastMississippiSound	Range (km2) percent	0.2	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
GalvestonBay	Range (km2) percent	7.3	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
IndianRiver	Range (km2) percent	20.8	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
LakeBorgne	Range (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
LakePontchartrain	Range (km2) percent	0.1	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
LowerLagunaMadre	Range (km2) percent	51.7	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
MatagordaBay	Range (km2) percent	48.3	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
MermentauRiver	Range (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
Mississippi-AtchafalayaPlume	Range (km2) percent	24	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
MississippiRiver	Range (km2) percent	24	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
MobileBay	Range (km2) percent	0.2	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
OssabawSound	Range (km2) percent	0.7	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
PensacolaBay	Range (km2) percent	0.1	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
PerdidoBay	Range (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
SabineLake	Range (km2) percent	0.1	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
SanAntonioBay	Range (km2) percent	10.8	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
SanteeRivers	Range (km2) percent	0.3	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
SarasotaBay	Range (km2) percent	24.8	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
SavannahRiver	Range (km2) percent	0.2	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
StAndrew-StSimonsSounds	Range (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
StAndrewsBay	Range (km2) percent	0.1	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
StCatherines-SapeloSounds	Range (km2) percent	0.6	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
StHelenSound	Range (km2) percent	0.1	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
StJohnsRiver	Range (km2) percent	6.8	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
StMaryRiver-CumberlandSound	Range (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
Stono-NorthEdistoRivers	Range (km2) percent	0.2	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
SuwanneeRiver	Range (km2) percent	0.1	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
TampaBay	Range (km2) percent	20	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
Terrebonne-TimbalierBays	Range (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
UpperLagunaMadre	Range (km2) percent	64.8	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
WestMississippiSound	Range (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
WinyahBay	Range (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
AltamahaRiver	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
ApalacheeBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
ApalachicolaBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
AransasBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
Atchafalaya-VermillionBays	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
BaffinBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
BaratariaBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
BiscayneBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
Breton-ChandeleurSound	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
BroadRiver	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
CharlestonHarbor	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
CharlotteHarbor	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
CorpusChristi	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
EastMississippiSound	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
GalvestonBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
IndianRiver	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
LakeBorgne	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
LakePontchartrain	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
LowerLagunaMadre	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
MatagordaBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
MermentauRiver	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
Mississippi-AtchafalayaPlume	Barren (km2) total	85.5	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
MississippiRiver	Barren (km2) total	85.5	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
MobileBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
OssabawSound	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
PensacolaBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
PerdidoBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
SabineLake	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
SanAntonioBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
SanteeRivers	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
SarasotaBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
SavannahRiver	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
StAndrew-StSimonsSounds	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
StAndrewsBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
StCatherines-SapeloSounds	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
StHelenSound	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
StJohnsRiver	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
StMaryRiver-CumberlandSound	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
Stono-NorthEdistoRivers	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
SuwanneeRiver	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
TampaBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
Terrebonne-TimbalierBays	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
UpperLagunaMadre	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
WestMississippiSound	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
WinyahBay	Barren (km2) total	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
AltamahaRiver	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
ApalacheeBay	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
ApalachicolaBay	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
AransasBay	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
Atchafalaya-VermillionBays	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
BaffinBay	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
BaratariaBay	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
BiscayneBay	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
Breton-ChandeleurSound	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
BroadRiver	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
CharlestonHarbor	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
CharlotteHarbor	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
CorpusChristi	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
EastMississippiSound	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
GalvestonBay	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
IndianRiver	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
LakeBorgne	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
LakePontchartrain	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
LowerLagunaMadre	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
MatagordaBay	Barren (km2) percent	0	USGS Land Use and Land Cover (LUDA) for entire watershed 1972 with CENSUS 1990 information, base year early 1990s
